,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
871,-18.414171493034697,-18.1562215491627,-14.839157289457226,,,-14.2870006405605,-19.038140680934937,-19.034932319116656,-18.23476568431925,-17.442270850456843,-16.693937740321438,-16.594740338378777,-19.466853743220604,-19.62717718281487,-19.313501812062064,-18.616037753252847,-17.5910360023069,-17.106090939025727,-19.501130943480213,-19.750713013196098,-19.529404494727498,-18.90323136433457,-18.112319581792494,-17.507574168462988,-19.37276635083709,-19.667270706114177,-19.496685173036504,-18.98406275986201,-18.3507227510729,-17.771060833750717,-19.211420584683857,-19.508217966843965,-19.389988123899094,-18.97908576991393,-18.44017640595984,-17.905987849159693,lend_dirnaith_ryn,-0.23604220981361834,0.11524430302195299
872,-12.202206524542229,-12.366616721656593,-12.514570844260897,,,,-12.4678793862279,-12.774395150469791,-13.044041789812546,,,,-16.164053339950478,-16.165242698182617,-16.163948885339146,,,,-14.464647142043098,-14.542280693333844,-14.61623341188004,,,,,-10.18338733952256,-11.276525323490624,,,,-11.47105661140241,-11.673609785181505,-11.850808197136068,,,,lin_cyron_amloth,-0.25345871911885354,-1.5133764501226352
873,-17.444274560957368,-17.451456978305274,-17.458687643164566,-17.465789526241267,-17.472576772598487,,-17.902001473753472,-17.90636223609731,-17.910007319533804,-17.912734461901664,-17.914410892619543,,-18.38567286711718,-18.384364892337416,-18.3807470565432,-18.375406668141057,-18.368533125190325,,-18.567361140824445,-18.568793986374143,-18.567245373752954,-18.56289358489867,-18.556010714450792,,-18.52543824060284,-18.529923950806136,-18.532018429222916,-18.531734467696054,-18.529131370983137,,-18.399113583824004,-18.40536435204191,-18.4096334555653,-18.41193435799174,-18.41229274448446,,lobor_gond_lossen,-0.15640681829941627,0.18312111925696684
874,-17.521667362800343,-17.723199597120882,-17.558581710685175,-16.95883167780906,-15.812713004288824,-14.912916488374163,-17.6527911306993,-17.877745326590144,-17.73994595391025,-17.239656884927015,-16.360306061855383,-15.699564720454037,-17.728790626946733,-17.977224239453705,-17.86765070579453,-17.505168559027396,-16.941826232576105,-16.319163466703188,-17.67968599385827,-17.945857609681553,-17.8530378956239,-17.548493367103916,-17.135744339163352,-16.580056831231786,-17.566015320390434,-17.837043663693763,-17.756664805420925,-17.469012764221375,-17.087944848529617,-16.621623455534134,-17.413710821566937,-17.68992338158229,-17.622157415703825,-17.34646321728951,-16.972519698942605,-16.559077314678134,lost_malad_ist,-0.2501576375839818,-0.02998411036831783
875,-20.5584628961278,-20.56181378095628,-20.558762549906863,-20.549128453461044,-20.532444377131466,-20.50813852840164,-20.374731914977794,-20.386080238874264,-20.38888392732094,-20.382295752013327,-20.366230518311816,-20.34186325869644,-19.989042925343092,-20.015538850553103,-20.03141323450644,-20.035101207906443,-20.02557893528496,-20.0034498446932,-19.663738764576344,-19.673479697853956,-19.671117076592616,-19.65562538922824,-19.628952716551176,-19.59385234351708,-19.117532436225837,-19.09879636848188,-19.068888673421547,-19.030135117404164,-18.98672094222845,-18.942060225680713,-18.42122592511516,-18.369393730674652,-18.307919721358765,-18.23936041842446,-18.167311255466764,-18.0963146332496,luith_echad_gil,-0.6156775706234754,-0.3612795557886841
876,-18.462670141694865,-18.47161397381185,-18.26621987751563,-17.613815383118713,-15.824484318675196,,-18.582342673450903,-18.631572207463456,-18.498560117713076,-18.003885668519366,-17.10473070084374,-15.969393868544238,-18.612781076708067,-18.67857423749536,-18.581791679144366,-18.227627752415792,-17.697724199750574,-17.1297874563165,-18.513757557750715,-18.56864584281869,-18.491348589624785,-18.13257399904513,-17.67926293406125,-17.25934860355168,-18.329546791345784,-18.325613922394133,-18.12656544805329,-17.720929219700956,-17.363957061604403,-17.05939204387439,-18.10508045451966,-18.04578983357832,-17.794267129712388,-17.357497058000895,-16.998998133712284,-16.751093400877856,lunt_aear_iaun,-0.462988866137394,-0.10992839467667181
877,-17.90465280405271,-17.71438051614168,-16.55532569588761,-15.595444842819084,-15.475811187588768,-15.53982620259297,-18.281583033736645,-18.357589886141305,-17.77513398596178,-17.11879753531455,-16.635443745778538,-16.250006169468115,-18.53364463333001,-18.79628316791983,-18.44709351775534,-17.831315417365396,-17.33916722859474,-16.852835429471376,-18.54776164316757,-18.824239529011244,-18.554402041432077,-18.01243596674302,-17.672861126948384,-17.313649662230027,-18.446183100374633,-18.68858188354998,-18.44799406041843,-17.97713941154732,-17.74394730445689,-17.486481621554766,-18.2852021416791,-18.499486692911127,-18.288218090312235,-17.892305584884234,-17.698013539481742,-17.500751331908255,maecheneb_rhach_morn,-0.3247528361001173,0.027079059730382937
878,-18.056619286422706,-18.038782318371048,-18.0293595041138,-18.030871424498372,-18.044739264426283,-18.068953743182465,-19.06101990829444,-19.07037328115203,-19.082436692544604,-19.096275528752617,-19.11096341162387,-19.125545180469143,-19.7760288090858,-19.78032346215126,-19.782947970372376,-19.783805516390643,-19.78305675336526,-19.781260994710166,-20.046079534541576,-20.044826056213765,-20.041044501715476,-20.03516281933149,-20.027841266029483,-20.019803452860273,-20.097841531740244,-20.098903734195304,-20.098036550697984,-20.095621836810565,-20.092050632140015,-20.08753657024215,-20.054003974698503,-20.058918640009367,-20.062131552766715,-20.06385780963956,-20.064352522978183,-20.063840460156182,magor_amdir_glass,0.018272559881722827,0.2622744467058169
879,-18.439582669061707,-18.48382473697292,-18.435145254059393,-18.30077047676538,-18.116293397401137,-17.913041292966255,-18.679989377078243,-18.7178577845242,-18.665377749493032,-18.521491984801145,-18.32324383797355,-18.10179272555388,-18.87878340012864,-18.91653999401612,-18.864407016990995,-18.731153231486275,-18.54164239535045,-18.32240320666702,-18.93979577718123,-18.979656212500473,-18.936718987028527,-18.819116898549535,-18.649617589859687,-18.451235797726184,-18.90378066003686,-18.94665042906051,-18.913429708203623,-18.81276361323367,-18.664674689652827,-18.489489185489333,-18.81048238980914,-18.855452455941887,-18.83123494121341,-18.747759584404776,-18.620643464529593,-18.467409322989255,malad_cabor_Sindarin,-0.1236446163821654,0.062880819126093
880,-18.616220452996792,-18.62127656639823,-18.62634038609476,-18.631435773843727,-18.63658611287601,-18.641813827754724,-19.537000008689283,-19.53680672459806,-19.53634059974798,-19.535637657847698,-19.53473823484361,-19.533687007333235,-20.455120105632155,-20.454997782304694,-20.45439530282112,-20.453313928060943,-20.45175533771745,-20.449721650756395,-20.916428827967245,-20.91628161298579,-20.915780233542755,-20.914925248985604,-20.913716596446186,-20.912153566315844,-21.03691299662065,-21.03710656186131,-21.036911452110154,-21.03632645684423,-21.035350492812988,-21.033982674701967,-21.01473609253636,-21.015499165789812,-21.015908186274903,-21.015960501274215,-21.01565294742604,-21.014982278668917,menel_uanui_cae,0.099552506442393,0.4612959724257166
881,-18.208880748924436,-18.18360287323508,-18.15280886121338,-18.116089142567397,-18.072969164314465,-18.02289713741346,-19.05809916234626,-19.047925022760342,-19.03430386136848,-19.01702032966086,-18.995833614339453,-18.970470437432702,-19.77547915410687,-19.7768554206311,-19.775892858130184,-19.772425805087728,-19.766278765115565,-19.75726772005138,-20.168124948767833,-20.174136010876857,-20.17842035820248,-20.180805156386505,-20.18109142152317,-20.179047777634743,-20.334783106743224,-20.339120938130954,-20.341982516563313,-20.34321205903401,-20.342638873943677,-20.34007655856484,-20.37401849713553,-20.374615228983934,-20.373893045741777,-20.37172119870912,-20.367960273846386,-20.362461495956858,midh_raef_haust,0.1933724891071904,0.4043756742341742
882,-19.554634508820655,-19.508439726923413,-19.44582578498361,-19.36699646853863,-19.272890123636714,-19.165059032535694,-19.77075382339939,-19.73580893748681,-19.68716959587283,-19.6240165552759,-19.54633573558567,-19.455164793134855,-20.01070576059915,-19.998058676200685,-19.97605536614074,-19.942886367523087,-19.896979236436565,-19.84000135663571,-20.139648880600873,-20.13921393133006,-20.130182889683823,-20.112120796333215,-20.085154475762906,-20.048988216234335,-20.150236808620036,-20.153873921157697,-20.14899369609985,-20.13438352497488,-20.110077909230768,-20.076099115437287,-20.067703482870385,-20.067422756523385,-20.059571480200873,-20.043908738793476,-20.02009991613903,-19.98755318148811,minai_callon_rusc,-0.07197382124965657,0.12564771257333973
883,-20.73517465325842,-20.76401179188229,-20.756187687794316,-20.718155987784293,-20.656685677944644,-20.578705457819673,-21.189631950690845,-21.19954454286836,-21.173480472743385,-21.116848749377688,-21.03701376410931,-20.94276288385729,-21.67292393764736,-21.674009826624875,-21.637611094822937,-21.567768569018263,-21.47241464999218,-21.364197950117905,-21.985761910627936,-21.99277048424714,-21.959823749866267,-21.892049146510185,-21.798418239404263,-21.68926044013147,-22.124570184594496,-22.1399823312366,-22.114855497057043,-22.05656603208218,-21.97445003276642,-21.87506388945489,-22.127497712151957,-22.1452974631376,-22.13015452169551,-22.085816611572103,-22.01775632265636,-21.93055710516068,mir_aglareb_Eluwaith,0.15043206337841752,0.3165850160896895
884,-17.881934326641193,-17.825423322246273,-17.768019141728466,-17.710297373991047,-17.652817060876423,-17.59591359875221,-18.40314306173753,-18.373828581597746,-18.3424981662807,-18.3103344103942,-18.278978525822815,-18.2497477973728,-18.889318117406155,-18.877163075851477,-18.861167113949783,-18.84324329077635,-18.824335157047123,-18.805209578036944,-19.07178256266908,-19.073280638396103,-19.069245426090355,-19.060394701830624,-19.047729707163377,-19.03167199459312,-19.088585703978445,-19.09092194280465,-19.088724891497215,-19.08230081679519,-19.072096760254347,-19.05819391711764,-19.037431162594057,-19.039723018671214,-19.03852070082575,-19.033965130639498,-19.02619397399858,-19.015291623270933,mithril_aderthad_gilgalad,-0.03367605129078299,0.1789201133299798
885,-17.100918802754876,-16.880597397135418,-16.59825175737086,-16.223917540349035,-15.68317282158212,-14.695894374292877,-17.756120122824157,-17.626365661988004,-17.477157190772374,-17.30755001852215,-17.111446809361368,-16.882732359116318,-18.36324803157568,-18.321634904712823,-18.27637300545028,-18.223413239476955,-18.153143214793342,-18.06341637927268,-18.672860492104732,-18.66704156152626,-18.653664437310624,-18.63090312989793,-18.597326047627377,-18.553221435568332,-18.751404625161413,-18.754795447191597,-18.751353277924025,-18.740825494025813,-18.7229899186038,-18.697653597047577,-18.724748796779124,-18.731928216539004,-18.733543311934863,-18.72972872721472,-18.720423382258858,-18.70538551922553,mithril_dam_agarwaen,0.06034584379199259,0.22981288144234213
886,-18.836952560513,-18.85530214310667,-18.87343795232229,-18.891260990967098,-18.908674961330547,-18.925590942597324,-19.51477473607727,-19.52643751650139,-19.53736584988458,-19.547516775107624,-19.556869350005513,-19.56541944532313,-20.18251104282456,-20.180599517386668,-20.177855205731973,-20.17437982448897,-20.170262661656963,-20.165582689875663,-20.40072534944278,-20.39969311640172,-20.397588495786096,-20.394499230941676,-20.390511040522796,-20.385707242695744,-20.433880704330804,-20.43435215834421,-20.433887320435815,-20.432543133055333,-20.43037701064145,-20.42744667775355,-20.404833212273175,-20.40647269702329,-20.40738475729802,-20.40761440442519,-20.407206745179636,-20.406207074458223,morgul_fae_glass,0.006802877851157518,0.21725525648332678
887,-17.947677015201386,-18.089672812942418,-17.56912991881,-16.36671722013498,-14.385099117968274,,-18.173613094203112,-18.42754815976641,-17.999950639966066,-17.07697260821002,-16.042399037230545,-15.30293649901973,-18.256473560373244,-18.641816076276235,-18.347263472787724,-17.688865389790344,-17.037759302365835,-16.42158329542665,-18.20067044150759,-18.616205312461396,-18.419901852426683,-17.926804439088706,-17.465271646027496,-16.931320265514763,-18.106170644570163,-18.48808425657784,-18.34630212996908,-17.9472322889494,-17.56967496130543,-17.08868272097515,-17.985635234570644,-18.32069117102956,-18.21455617717411,-17.877003908013684,-17.52848869870808,-17.10347413784742,muil_baug_Dornhoth,-0.28920017410216303,-0.021334002802390728
888,-17.27727597372182,-17.341494958889832,-17.041360663260768,-16.104924597895526,-13.455989869352642,,-17.62799692459732,-17.790962217446143,-17.604430339046793,-16.900406626613723,-15.702787157031842,-14.641560792780275,-17.875290391590518,-18.03996301694004,-17.893509955199825,-17.342827301334076,-16.403175450382953,-15.435139317143843,-17.94233899114095,-18.070871626045935,-17.914959851233867,-17.417524875415772,-16.536579990509487,-15.58301150373125,-17.8979259448275,-18.001358338122735,-17.83179059652783,-17.33620378470662,-16.481281033147745,-15.553002755739564,-17.77163461879966,-17.87263070588798,-17.697075963516916,-17.21645512903229,-16.419086619232267,-15.490204081745992,mund_grond_amarth,-0.1946581057757868,0.029425932517611386
889,-20.289409361529017,-20.290287808113483,-20.289470553163603,-20.287185284588837,-20.283711511432607,-20.279346890917004,-20.21943423390147,-20.22775531624176,-20.23260968798413,-20.23423615718435,-20.23310372693583,-20.229799170468414,-20.035259497760713,-20.056522844427896,-20.068287718770172,-20.072553238970777,-20.071730824404888,-20.067855283464645,-19.788236547451284,-19.809623457453064,-19.823007085424244,-19.828856152124523,-19.82835882985787,-19.82307250033417,-19.586464561511768,-19.599575809981975,-19.60636305352238,-19.6057932371122,-19.597415622048068,-19.58341106468206,-19.414951280645575,-19.41691848107191,-19.414841848526855,-19.40833891275866,-19.39760610467139,-19.383462663091315,naer_emel_nidh,-0.11032749129569197,-0.20137005577517186
890,-21.027076603923355,-21.028592702222777,-21.02693632275446,-21.022458620524297,-21.01544377528902,-21.00611877190655,-20.904535154554782,-20.912043717964316,-20.915204522548613,-20.914452933060964,-20.91014481732949,-20.902562861228965,-20.672531626155596,-20.685268443518616,-20.692946583970105,-20.695889892354067,-20.694379167708313,-20.68864885645494,-20.453707643288304,-20.464917625441636,-20.471462178715747,-20.4735404619906,-20.47132168430216,-20.464945964163427,-20.270997463961997,-20.278009766248974,-20.281101748855868,-20.280374964322668,-20.275910202615545,-20.267767575719795,-20.103207107841943,-20.106247697288175,-20.105887917757222,-20.10217505489279,-20.095132393268777,-20.08475810856604,nagol_paich_Eluwaith,-0.3670318161595816,-0.2223954234212755
891,-17.80269172632442,-17.859960689523696,-17.911043735299167,-17.955713187861882,-17.993891869951376,-18.025589926227973,-18.651014631694274,-18.678205545152217,-18.69952056153148,-18.715145964541456,-18.72534708555552,-18.730396810960464,-19.366653001148286,-19.37012241584272,-19.36791057084921,-19.361102112218795,-19.35036899639386,-19.335823144230737,-19.64485893922386,-19.64834239839349,-19.64576865178268,-19.63753542554577,-19.62419668496039,-19.606221798359776,-19.69466004708837,-19.696856113278336,-19.694239943676344,-19.68685562768247,-19.67488903418816,-19.65854422659418,-19.651730160336207,-19.650615848824497,-19.645889483600207,-19.637508180421868,-19.625462043867937,-19.609766611955287,narthan_lacha_iaun,0.003439259336786904,0.2782150986564602
892,,-15.74131833500595,-15.724697498180127,-15.707709031497636,-15.69037054697133,-15.672703171823422,,-16.221637915360226,-16.20878153913136,-16.195445066780074,-16.181601910808944,-16.167215145619288,,-16.568276009618934,-16.554303223853573,-16.539294245863196,-16.523205583159147,-16.506020121497762,,-16.652781356858817,-16.63945867529744,-16.625403507192665,-16.610600772234797,-16.595036806348382,,-16.663604003546077,-16.652431856384943,-16.64061178924475,-16.62814299897699,-16.61501062204342,,-16.605558088339727,-16.595939768929576,-16.585810708758665,-16.575157749469447,-16.56396924270151,nell_tinuviel_adel,-0.04722326851909031,0.08450534723988312
